0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
nan,0.004546803339064,0.001737871637742,0.000155852617639,0.001420958143562,4.45811040462088E-06,0.001420958143562,0.001227516744658,0.000372828295074,0.001139072965684,0.001085455877817,0.00177750523037,0.000104450906449,0.0010574285172,0.001806479661008,5.64273293950039E-05,0.001871761991884,0.003513416127376,1.1628666348282E-06,0.00145885478983,0.001368621197289,0.001433714976017,0.003904810765538,0.001134616753444,0.001727776567085,0.000300854871024,0.000225833068876
nan,nan,0.000749081192051,7.83034312525298E-06,0.000115977416012,0.000151653806362,0.000115977416012,0.001414141882074,0.000105652567411,0.000577406820687,0.00123999356997,0.002374598331295,7.47540153756568E-06,7.36874442697622E-05,0.000592439008152,7.90695349901133E-06,0.002228672354389,0.00019273627589,2.17847000611088E-05,0.00170232907447,0.001589280886324,0.000105652567411,0.000260508239708,0.001300000417967,1.09334570749479E-07,0.001733356853444,7.35247882066822E-05
nan,nan,nan,0.000642845619832,0.001704584866276,0.00158456583793,0.001704584866276,0.000278922651603,0.00172130081563,0.001293525658733,0.001272507518266,0.002178645179638,5.31316251182189E-05,2.31374147979226E-05,0.002217740177095,0.000152342352023,4.65442604006268E-05,0.001601081053532,5.28024178120499E-06,5.66265514420014E-05,0.001636213331799,7.18700420124718E-05,0.001528793718481,0.000427438890348,4.31699931672762E-06,0.001786739842599,0.000308552551532
nan,nan,nan,nan,2.76248437074508E-05,4.13868858994934E-05,2.04982840618202E-06,7.67718542757938E-05,0.001344127549282,0.000374902765103,0.00051828128609,0.000508187432121,0.00017410953136,0.001174075021263,2.32086507800544E-05,2.35505637705755E-05,0.00097834373735,4.00422983537206E-05,0.000857230536821,0.000206915003648,0.000277321332463,3.61328841741147E-05,8.08036705351985E-06,0.00014240492263,0.000679817314271,1.55948038621974E-05,0.000601235184807
nan,nan,nan,nan,nan,9.96333945872449E-07,0.00139622833426,0.001207623443942,0.000413089207914,0.001214873672117,0.00106889143205,0.001458633067377,0.001171731045549,0.000527627624943,4.37379085365573E-05,7.47296201865511E-05,0.010072598668726,0.001318919335367,1.32675262770021E-09,0.001433140346747,0.001345231991732,0.001408654998698,0.000701374499499,0.001116923299415,8.68057898472612E-05,0.00145715185121,6.57044066915555E-05
nan,nan,nan,nan,nan,nan,0.00099658011307,5.99744807428017E-05,0.002791188609969,0.002488130951048,6.91484032813768E-05,5.27473113227018E-07,0.000310569932946,0.001476896918898,0.000133890161541,0.000440789860108,6.99826517012775E-05,0.000336737468703,4.76552792331904E-06,0.000516086609722,0.000353581755811,2.42878426506758E-06,0.000530056243871,0.000106138246525,0.001044646270492,0.002922006562713,0.000238377399832
nan,nan,nan,nan,nan,nan,nan,0.001207623443942,0.0030851696265,0.001085115224471,0.00106889143205,0.001458633067377,0.000939693991435,0.000248556569562,4.37379085365573E-05,0.000200320428888,1.97218771444714E-05,0.001318919335367,0.002724484520493,0.001433140346747,0.001345231991732,0.000413089207914,0.000701374499499,0.001116923299415,8.68057898472612E-05,0.00145715185121,6.57044066915555E-05
nan,nan,nan,nan,nan,nan,nan,nan,0.00444735246011,0.000954304000062,0.000940920241565,0.000233802345533,0.000478924655477,5.09173993247893E-05,0.000203819404167,4.65837409377198E-05,0.004928387907724,0.001145221450368,0.001929192999044,0.001237304778582,0.001166497519673,0.001217623769456,0.001101122365522,0.007347773818918,0.000291200308529,0.000699473463803,9.89613869845612E-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001176343185365,0.001077220780019,0.001760377140828,2.44930488409414E-09,0.000266429794342,0.001311792704182,6.51949927297123E-05,0.001106709752344,0.001330331274697,0.000441798767203,0.001446060785292,0.003416543082965,0.001421247242516,0.00127525246936,0.001125819469978,7.79526653920168E-05,0.000318413683318,0.000117588583389
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000856032239197,0.000427023402043,0.000257130645365,0.000208094228895,0.001337882727586,0.004123919443704,0.001379884701166,0.001031849885121,0.000218132744676,0.001103013409412,0.001050031516185,0.001176343185365,0.000994092992491,0.00235770741361,0.000505609231279,0.001034340088588,4.56034516077795E-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001297551745169,6.37107272391429E-06,0.000870046690038,0.001315810923093,0.001756232767508,0.001356806640949,0.001016800751501,5.69794793461199E-05,0.001093598954441,0.00144384217592,0.001077220780019,0.000979861673163,0.000878220164532,0.000539628091833,0.001109617583784,0.000329198292167
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000331555773689,4.55108056298281E-05,0.000414005900521,0.000711797486859,6.62810205409727E-05,0.000113919757769,0.001105040680067,3.80031884109023E-05,0.001672469549491,0.001410460038055,0.001561592000344,0.002858771483598,1.15954184763853E-05,0.001828031740436,0.001387214644856
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00025914447856,0.000388188967249,0.000112538449321,4.14124228538356E-05,0.002226455695706,0.000506009808457,0.002068402712676,0.000159626498632,9.16283164070547E-05,0.00030446016679,0.001285528390994,0.000227506454143,0.000209535138283,9.92667441107835E-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.64761030206274E-05,0.00027851649883,1.02387133451099E-06,0.00023622898716,0.00085614933916,1.14759288646112E-05,0.000925920745162,0.000266429794342,0.000740702817218,0.000161948062948,0.001932855095671,0.001212092651028,0.000245163267941
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.39293503222482E-05,8.27007400323017E-05,0.001661841393501,0.000261702321144,0.001823871770857,0.001698958502704,3.75779682733423E-05,0.000141520371287,0.00033141128039,0.000506913662311,1.82080850204875E-05,0.000173966712273
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000106690379702,0.000149864953698,2.95994297099926E-09,0.002547669419432,0.002347744491418,0.000739735104568,8.24767551369996E-05,0.001872350293542,0.000164243620712,0.00027013372054,0.000715639687941
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.60023505860326E-05,0.003064334704828,0.003170806688295,0.001758592503661,0.001106709752344,9.37712873453373E-05,0.001425321830023,4.2034610530742E-05,0.00192628858117,0.000310584671741
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006211996292332,0.001352806244439,0.000690897342533,0.001330331274697,0.001197739307532,0.001061330387489,0.000154071044795,0.000465525942241,0.000786077199666
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.64030289195048E-06,0.00259231406676,0.002757077866031,3.72235098672005E-05,9.09357606904139E-05,0.000168544708396,7.27483146851039E-06,0.000316250794666
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001380139310048,0.001446060785292,0.001296346963319,0.001003610663905,0.001744064349446,0.001496503824757,0.000492268161875
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00135698627137,0.001220502300664,0.001080300911435,0.001626974241396,0.001402834868681,0.000123265300293
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000673614537516,0.001125819469978,0.001711346933177,0.001470396587527,2.11424567181024E-06
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001021954682838,0.000214781476893,0.003647715111179,0.000253136814279
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001328004830654,0.000938765679157,0.00034227804425
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.011250862234459,0.000657919919827
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000164770157956
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
